,Ship Mode,Segment,Category,Sub-Category,State,City,New Price,Quantity,Discount,New Discount Price,NEW PROFIT,New Profit per quantity
1750,Same Day,Consumer,Technology,Phones,Texas,Houston,247.5906,3,0.05,12.37953,167.62047,55.873490000000004
1751,Standard Class,Corporate,Furniture,Tables,Arizona,Chandler,299.7423,1,0.05,14.987115000000001,165.012885,165.012885
1752,Standard Class,Consumer,Office Supplies,Binders,Illinois,Chicago,187.8069,3,0.05,9.390345000000002,170.609655,56.869885000000004
1753,Second Class,Consumer,Furniture,Chairs,Washington,Des Moines,398.6757,3,0.05,19.933785,160.066215,53.355405
1754,Standard Class,Corporate,Office Supplies,Storage,Kentucky,Henderson,1008.84,6,0.05,50.44200000000001,129.558,21.593
1755,First Class,Consumer,Office Supplies,Binders,Ohio,Lakewood,192.7518,3,0.05,9.637590000000001,170.36241,56.787470000000006
1756,Standard Class,Corporate,Office Supplies,Appliances,Texas,Houston,944.2184,2,0.05,47.21092,552.78908,276.39454
1757,Standard Class,Corporate,Furniture,Chairs,Texas,Houston,1191.4544999999998,5,0.05,59.57272499999999,540.4272749999999,108.08545499999998
1758,Second Class,Consumer,Office Supplies,Storage,Ohio,Springfield,538.1724999999999,5,0.05,26.908624999999997,153.09137499999994,30.61827499999999
1759,Second Class,Corporate,Furniture,Bookcases,Ohio,Troy,1459.6332,6,0.05,72.98166,527.01834,87.83639
1760,Standard Class,Consumer,Office Supplies,Storage,Texas,Houston,281.7408,2,0.05,14.08704,165.91296,82.95648
1761,Standard Class,Consumer,Furniture,Furnishings,Texas,Houston,329.408,5,0.05,16.4704,163.52960000000002,32.705920000000006
1762,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,263.356,10,0.05,13.1678,166.8322,16.68322
1763,Standard Class,Consumer,Office Supplies,Storage,Texas,Houston,386.5158,2,0.05,19.32579,160.67421000000002,80.33710500000001
1764,Second Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,702.6800000000001,2,0.05,35.13400000000001,144.86599999999999,72.43299999999999
1765,Second Class,Consumer,Furniture,Chairs,Pennsylvania,Philadelphia,1130.6475,3,0.05,56.532375,123.467625,41.155875
1766,Second Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,316.5156,9,0.05,15.825780000000002,164.17422,18.24158
1767,Second Class,Home Office,Furniture,Furnishings,Texas,Houston,193.3728,3,0.05,9.668640000000002,170.33136,56.77712
1768,Second Class,Home Office,Furniture,Furnishings,Texas,Houston,187.4816,4,0.05,9.37408,170.62592,42.65648
1769,Standard Class,Consumer,Office Supplies,Storage,Texas,Houston,241.41660000000002,3,0.05,12.07083,167.92917,55.97639
1770,First Class,Corporate,Office Supplies,Binders,Oregon,Redmond,326.78999999999996,7,0.05,16.339499999999997,163.66049999999998,23.380071428571426
1771,Second Class,Consumer,Furniture,Bookcases,Ohio,Cleveland,1142.646,3,0.05,57.1323,542.8677,180.9559
1772,Standard Class,Corporate,Office Supplies,Storage,North Carolina,Wilson,332.22360000000003,3,0.05,16.61118,163.38882,54.46294
1773,Standard Class,Corporate,Office Supplies,Storage,North Carolina,Wilson,237.1824,1,0.05,11.85912,168.14088,168.14088
1774,Standard Class,Consumer,Office Supplies,Binders,Florida,Saint Petersburg,210.56,2,0.05,10.528,169.472,84.736
1775,Standard Class,Consumer,Office Supplies,Binders,Illinois,Naperville,187.3008,3,0.05,9.36504,170.63496,56.87832
1776,Standard Class,Home Office,Office Supplies,Binders,Tennessee,Hendersonville,187.3746,3,0.05,9.36873,170.63127,56.87709
1777,Standard Class,Home Office,Office Supplies,Binders,Tennessee,Hendersonville,199.8,5,0.05,9.990000000000002,170.01,34.001999999999995
1778,Standard Class,Consumer,Office Supplies,Appliances,Illinois,Chicago,1136.73,2,0.05,56.8365,543.1635,271.58175
1779,Standard Class,Corporate,Office Supplies,Binders,Tennessee,Nashville,231.81,3,0.05,11.5905,168.4095,56.136500000000005
1780,Standard Class,Home Office,Office Supplies,Supplies,Pennsylvania,Allentown,184.1856,2,0.05,9.20928,170.79072,85.39536
1781,Standard Class,Home Office,Office Supplies,Storage,Pennsylvania,Allentown,1428.8400000000001,6,0.05,71.44200000000001,528.5580000000001,88.09300000000002
1782,Standard Class,Home Office,Office Supplies,Binders,Pennsylvania,Allentown,362.578,2,0.05,18.128899999999998,161.8711,80.93555
1783,Standard Class,Corporate,Office Supplies,Binders,Texas,San Antonio,256.3672,7,0.05,12.818360000000002,167.18164000000002,23.88309142857143
1784,Standard Class,Consumer,Technology,Accessories,Arizona,Avondale,298.854,4,0.05,14.9427,165.0573,41.264325
1785,Standard Class,Corporate,Office Supplies,Appliances,Texas,Odessa,218.5336,1,0.05,10.926680000000001,169.07332,169.07332
1786,Standard Class,Consumer,Furniture,Bookcases,Pennsylvania,Philadelphia,1106.4696,3,0.05,55.323479999999996,544.6765199999999,181.55883999999995
1787,Same Day,Home Office,Office Supplies,Binders,Texas,Bryan,200.724,6,0.05,10.036200000000001,169.9638,28.327299999999997
1788,Same Day,Home Office,Office Supplies,Binders,Texas,Bryan,183.7312,2,0.05,9.18656,170.81344,85.40672
1789,Same Day,Home Office,Office Supplies,Binders,Texas,Bryan,190.5672,4,0.05,9.528360000000001,170.47164,42.61791
1790,Same Day,Home Office,Office Supplies,Storage,Texas,Bryan,245.2806,3,0.05,12.26403,167.73597,55.91199
1791,Standard Class,Consumer,Office Supplies,Binders,Arizona,Phoenix,2641.0576,6,0.05,132.05288000000002,867.9471200000003,144.65785333333338
1792,First Class,Consumer,Furniture,Furnishings,Ohio,Columbus,331.2572,2,0.05,16.56286,163.43714000000003,81.71857000000001
1793,Standard Class,Corporate,Office Supplies,Binders,Florida,Tallahassee,189.5319,3,0.05,9.476595000000001,170.523405,56.841135
1794,Same Day,Home Office,Furniture,Chairs,Washington,Seattle,398.6757,3,0.05,19.933785,160.066215,53.355405
1795,Standard Class,Corporate,Office Supplies,Binders,Tennessee,Memphis,199.45499999999998,3,0.05,9.97275,170.02725,56.67575
1796,Standard Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,193.6017,7,0.05,9.680085,170.319915,24.33141642857143
1797,Standard Class,Consumer,Furniture,Chairs,Pennsylvania,Philadelphia,607.47,2,0.05,30.373500000000003,149.62650000000005,74.81325000000002
1798,Standard Class,Home Office,Office Supplies,Binders,Texas,Dallas,197.90879999999999,3,0.05,9.89544,170.10456,56.701519999999995
1799,Standard Class,Home Office,Furniture,Tables,Texas,Dallas,722.4465,3,0.05,36.122325000000004,143.877675,47.959225
1800,First Class,Consumer,Furniture,Chairs,Pennsylvania,Philadelphia,1274.7348,6,0.05,63.73674,116.26326,19.37721
1801,Same Day,Corporate,Office Supplies,Binders,Texas,Waco,181.5012,1,0.05,9.07506,170.92494,170.92494
1802,Standard Class,Corporate,Furniture,Bookcases,Ohio,Cleveland,360.8976,4,0.05,18.044880000000003,161.95512,40.48878
1803,Second Class,Corporate,Office Supplies,Binders,Texas,Mcallen,191.2112,2,0.05,9.56056,170.43944,85.21972
1804,Second Class,Corporate,Furniture,Chairs,Texas,Mcallen,256.93100000000004,1,0.05,12.846550000000002,167.15345000000002,167.15345000000002
1805,Second Class,Corporate,Office Supplies,Binders,Texas,Mcallen,183.7638,1,0.05,9.18819,170.81181,170.81181
1806,Standard Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,326.4978,3,0.05,16.32489,163.67510999999996,54.55836999999999
1807,Standard Class,Consumer,Office Supplies,Supplies,Pennsylvania,Philadelphia,1532.6356,4,0.05,76.63178,523.3682200000001,130.84205500000002
1808,Standard Class,Consumer,Technology,Accessories,Texas,Carrollton,230.898,1,0.05,11.5449,168.4551,168.4551
1809,Standard Class,Consumer,Furniture,Furnishings,Texas,Houston,197.064,3,0.05,9.853200000000001,170.14679999999998,56.715599999999995
1810,Standard Class,Consumer,Furniture,Furnishings,Texas,Houston,330.4048,4,0.05,16.52024,163.47976000000003,40.86994000000001
1811,First Class,Consumer,Furniture,Bookcases,Florida,Coral Springs,510.06960000000004,3,0.05,25.503480000000003,154.49652,51.49884
1812,First Class,Home Office,Furniture,Tables,Ohio,Troy,1162.363,5,0.05,58.11815000000001,541.88185,108.37637
1813,First Class,Home Office,Office Supplies,Binders,Ohio,Troy,190.4775,5,0.05,9.523875,170.476125,34.095225
1814,First Class,Home Office,Technology,Phones,Ohio,Troy,249.1128,1,0.05,12.45564,167.54436,167.54436
1815,First Class,Home Office,Furniture,Chairs,Ohio,Troy,1092.279,5,0.05,54.61395,125.38605,25.07721
1816,Standard Class,Corporate,Furniture,Chairs,Washington,Seattle,385.5366,3,0.05,19.276830000000004,160.72316999999998,53.574389999999994
1817,First Class,Consumer,Furniture,Chairs,Illinois,Chicago,715.3344000000001,2,0.05,35.76672000000001,144.23327999999998,72.11663999999999
1818,Second Class,Corporate,Furniture,Tables,New York,New York City,593.0672999999999,3,0.05,29.653364999999997,150.34663499999994,50.115544999999976
1819,Second Class,Corporate,Office Supplies,Storage,New York,New York City,608.6800000000001,7,0.05,30.434000000000005,149.56600000000006,21.366571428571437
1820,First Class,Corporate,Furniture,Furnishings,Ohio,Columbus,225.72480000000002,4,0.05,11.286240000000001,168.71376,42.17844
1821,First Class,Corporate,Furniture,Chairs,Ohio,Columbus,583.1166000000001,3,0.05,29.155830000000005,150.84417000000005,50.281390000000016
1822,Second Class,Consumer,Office Supplies,Storage,Florida,Tampa,614.8788,2,0.05,30.74394,149.25605999999993,74.62802999999997
1823,Second Class,Consumer,Office Supplies,Storage,Florida,Tampa,264.969,5,0.05,13.24845,166.75155,33.35031
1824,Same Day,Corporate,Furniture,Chairs,Colorado,Denver,791.4528,8,0.05,39.57264000000001,140.42736,17.55342
1825,First Class,Consumer,Furniture,Bookcases,New York,New York City,991.5876,2,0.05,49.57938,130.42061999999999,65.21030999999999
1826,Second Class,Consumer,Furniture,Tables,New York,New York City,455.3782,2,0.05,22.76891,157.23109,78.615545
1827,First Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,185.7823,1,0.05,9.289115,170.710885,170.710885
1828,First Class,Consumer,Furniture,Chairs,California,Los Angeles,2983.92,5,0.05,149.196,30.804000000000002,6.1608
1829,First Class,Corporate,Office Supplies,Binders,Texas,Houston,198.4032,2,0.05,9.920160000000001,170.07984,85.03992
1830,Second Class,Corporate,Office Supplies,Appliances,Texas,Houston,234.0452,2,0.05,11.70226,168.29774,84.14887
1831,Second Class,Corporate,Office Supplies,Appliances,Texas,Houston,258.0432,6,0.05,12.902160000000002,167.09784,27.849639999999997
1832,Standard Class,Corporate,Furniture,Chairs,Texas,Huntsville,1462.272,8,0.05,73.1136,106.8864,13.3608
1833,Standard Class,Corporate,Furniture,Tables,Texas,Dallas,299.7423,1,0.05,14.987115000000001,165.012885,165.012885
1834,Standard Class,Consumer,Technology,Accessories,Arizona,Peoria,215.344,2,0.05,10.7672,169.2328,84.6164
1835,Standard Class,Consumer,Technology,Accessories,Arizona,Peoria,464.40000000000003,4,0.05,23.220000000000002,156.78,39.195
1836,Same Day,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,185.0082,2,0.05,9.25041,170.74959,85.374795
1837,Standard Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,522.6912,4,0.05,26.13456,153.86544,38.46636
1838,Standard Class,Corporate,Technology,Phones,California,Los Angeles,225.06040000000002,2,0.05,11.253020000000001,168.74698,84.37349
1839,Second Class,Home Office,Technology,Machines,Tennessee,Chattanooga,273.30449999999996,1,0.05,13.665225,166.33477499999998,166.33477499999998
1840,Standard Class,Corporate,Office Supplies,Binders,North Carolina,Greensboro,202.11,5,0.05,10.105500000000001,169.8945,33.978899999999996
1841,Standard Class,Consumer,Technology,Phones,California,San Francisco,198.9905,1,0.05,9.949525000000001,170.050475,170.050475
1842,Second Class,Consumer,Furniture,Tables,New York,New York City,413.1,2,0.05,20.655,159.34500000000003,79.67250000000001
1843,Second Class,Corporate,Furniture,Furnishings,Illinois,Chicago,293.432,2,0.05,14.671600000000002,165.3284,82.6642
1844,Second Class,Corporate,Office Supplies,Binders,Illinois,Chicago,189.801,3,0.05,9.49005,170.50995,56.83665
1845,Standard Class,Consumer,Office Supplies,Binders,Illinois,Oswego,190.3356,3,0.05,9.51678,170.48322,56.82774
1846,Standard Class,Consumer,Office Supplies,Binders,Illinois,Oswego,1838.7224999999999,5,0.05,91.936125,908.0638749999998,181.61277499999997
1847,Second Class,Corporate,Furniture,Bookcases,Texas,Houston,1519.84,10,0.05,75.992,524.008,52.400800000000004
1848,Same Day,Consumer,Furniture,Tables,West Virginia,Wheeling,930.2975999999999,3,0.05,46.51488,133.48512,44.495039999999996
1849,First Class,Corporate,Office Supplies,Binders,Illinois,Chicago,203.16,3,0.05,10.158000000000001,169.84199999999998,56.614
1850,Second Class,Consumer,Furniture,Bookcases,Texas,Dallas,390.68600000000004,1,0.05,19.5343,160.46570000000003,160.46570000000003
1851,Standard Class,Consumer,Office Supplies,Storage,Illinois,Chicago,220.3326,3,0.05,11.016630000000001,168.98337,56.32779
1852,First Class,Home Office,Technology,Phones,Washington,Seattle,218.1906,3,0.05,10.90953,169.09047,56.363490000000006
1853,Second Class,Consumer,Furniture,Furnishings,Illinois,Chicago,195.7194,3,0.05,9.78597,170.21403,56.73801
1854,Standard Class,Corporate,Office Supplies,Binders,Texas,Houston,195.8865,5,0.05,9.794325,170.20567499999999,34.041135
1855,Standard Class,Corporate,Furniture,Bookcases,Texas,Houston,1083.2166,3,0.05,54.160830000000004,545.83917,181.94638999999998
1856,Second Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,188.481,2,0.05,9.42405,170.57595,85.287975
1857,Second Class,Consumer,Furniture,Furnishings,Texas,Houston,186.9056,2,0.05,9.34528,170.65472,85.32736
1858,First Class,Consumer,Office Supplies,Storage,Ohio,Newark,419.659,5,0.05,20.982950000000002,159.01704999999998,31.803409999999996
1859,First Class,Consumer,Technology,Accessories,Ohio,Newark,687.5717999999999,3,0.05,34.378589999999996,145.62140999999994,48.54046999999998
1860,First Class,Consumer,Technology,Machines,Ohio,Newark,989.8908,3,0.05,49.49454,550.50546,183.50181999999998
1861,Same Day,Consumer,Office Supplies,Binders,Florida,Tampa,202.761,5,0.05,10.13805,169.86195,33.972390000000004
1862,Same Day,Consumer,Office Supplies,Binders,Ohio,Columbus,191.22,6,0.05,9.561,170.439,28.406499999999998
1863,Second Class,Consumer,Furniture,Chairs,Texas,San Antonio,314.3722,1,0.05,15.718610000000002,164.28139,164.28139
1864,Second Class,Consumer,Technology,Machines,Texas,San Antonio,659.4480000000001,2,0.05,32.97240000000001,147.02760000000006,73.51380000000003
1865,Second Class,Consumer,Furniture,Chairs,Texas,San Antonio,289.427,5,0.05,14.471350000000001,165.52865,33.10573
1866,First Class,Home Office,Furniture,Chairs,New York,New York City,775.959,5,0.05,38.79795,141.20204999999999,28.240409999999997
1867,Second Class,Consumer,Furniture,Bookcases,New York,New York City,585.7937999999999,1,0.05,29.289689999999997,150.71030999999994,150.71030999999994
1868,Standard Class,Corporate,Office Supplies,Storage,Illinois,Chicago,419.0416,4,0.05,20.952080000000002,159.04792000000003,39.76198000000001
1869,Standard Class,Home Office,Office Supplies,Binders,Illinois,Chicago,877.137,9,0.05,43.85685,556.14315,61.793683333333334
1870,Standard Class,Home Office,Furniture,Furnishings,Texas,Pasadena,214.57999999999998,5,0.05,10.729,169.27100000000002,33.854200000000006
1871,Standard Class,Home Office,Furniture,Furnishings,Texas,Pasadena,1281.12,5,0.05,64.056,535.9439999999998,107.18879999999997
1872,Standard Class,Corporate,Furniture,Tables,New York,Rochester,1190.4234000000001,3,0.05,59.52117000000001,540.4788300000001,180.15961000000004
1873,Standard Class,Corporate,Technology,Accessories,Ohio,Lancaster,256.908,4,0.05,12.845400000000001,167.1546,41.78865
1874,Standard Class,Corporate,Office Supplies,Storage,Ohio,Lancaster,418.08119999999997,3,0.05,20.90406,159.09593999999998,53.03198
1875,Standard Class,Corporate,Technology,Accessories,Ohio,Bowling Green,321.70950000000005,5,0.05,16.085475000000002,163.91452500000003,32.78290500000001
1876,First Class,Consumer,Office Supplies,Appliances,Texas,Dallas,255.9416,2,0.05,12.797080000000001,167.20292,83.60146
1877,First Class,Consumer,Furniture,Tables,Texas,Dallas,526.8258000000001,3,0.05,26.341290000000004,153.65871000000004,51.21957000000001
1878,First Class,Consumer,Furniture,Bookcases,Texas,Dallas,686.4695999999999,3,0.05,34.323479999999996,145.67651999999995,48.55883999999998
1879,Standard Class,Consumer,Office Supplies,Binders,Ohio,Newark,185.9592,2,0.05,9.297960000000002,170.70204,85.35102
1880,Second Class,Consumer,Furniture,Tables,North Carolina,Concord,7159.9564,13,0.05,357.99782000000005,642.00218,49.38478307692307
1881,Standard Class,Corporate,Office Supplies,Storage,Washington,Seattle,384.9,5,0.05,19.245,160.75499999999997,32.150999999999996
1882,Standard Class,Consumer,Office Supplies,Storage,Arizona,Glendale,223.5204,2,0.05,11.176020000000001,168.82398,84.41199
1883,Standard Class,Consumer,Office Supplies,Binders,Arizona,Glendale,300.98,2,0.05,15.049000000000001,164.951,82.4755
1884,Standard Class,Home Office,Office Supplies,Binders,Arizona,Tucson,188.5592,2,0.05,9.42796,170.57204,85.28602
1885,Standard Class,Home Office,Technology,Phones,Pennsylvania,Philadelphia,2474.9625,5,0.05,123.74812500000002,476.251875,95.25037499999999
1886,Standard Class,Home Office,Office Supplies,Binders,Texas,Arlington,209.115,9,0.05,10.455750000000002,169.54425,18.838250000000002
1887,Standard Class,Consumer,Furniture,Bookcases,Texas,Houston,812.058,3,0.05,40.602900000000005,139.3971,46.4657
1888,Standard Class,Consumer,Furniture,Furnishings,Pennsylvania,Philadelphia,487.764,2,0.05,24.3882,155.6118,77.8059
1889,Standard Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,201.99,2,0.05,10.0995,169.9005,84.95025
1890,Standard Class,Consumer,Office Supplies,Storage,Pennsylvania,Philadelphia,1354.6044,6,0.05,67.73022,112.26978,18.71163
1891,Standard Class,Consumer,Technology,Accessories,Pennsylvania,Philadelphia,238.005,5,0.05,11.90025,168.09975,33.61995
1892,Second Class,Consumer,Office Supplies,Storage,Pennsylvania,Lancaster,456.28,2,0.05,22.814,157.186,78.593
1893,Same Day,Consumer,Furniture,Tables,California,Los Angeles,252.86520000000002,2,0.05,12.643260000000001,167.35674,83.67837
1894,Standard Class,Consumer,Furniture,Furnishings,Illinois,Chicago,198.94740000000002,2,0.05,9.947370000000001,170.05263,85.026315
1895,Standard Class,Consumer,Furniture,Chairs,Illinois,Chicago,1034.94,4,0.05,51.74700000000001,128.2530000000001,32.063250000000025
