Category,City,Country,Discount,Number of Records,Postal Code,Profit,Quantity,Sales,Segment,Ship Mode,State,Sub-Category
Furniture,Chandler,United States,0.5,1,85224,-45.8273,1,73.915,Corporate,Standard Class,Arizona,Tables
Office Supplies,Chicago,United States,0.8,1,60653,-4.8609,3,2.946,Consumer,Standard Class,Illinois,Binders
Furniture,Des Moines,United States,0.2,1,98198,-2.6997,3,215.976,Consumer,Second Class,Washington,Chairs
Office Supplies,Henderson,United States,0,1,42420,0,6,828.84,Corporate,Standard Class,Kentucky,Storage
Office Supplies,Lakewood,United States,0.7,1,44107,-5.5338,3,7.218,Consumer,First Class,Ohio,Binders
Office Supplies,Houston,United States,0.8,1,77041,-251.1864,2,93.032,Corporate,Standard Class,Texas,Appliances
Furniture,Houston,United States,0.3,1,77041,-136.4895,5,454.965,Corporate,Standard Class,Texas,Chairs
Office Supplies,Springfield,United States,0.2,1,45503,-62.7725,5,295.4,Consumer,Second Class,Ohio,Storage
Furniture,Troy,United States,0.5,1,45373,-376.6932,6,482.94,Corporate,Second Class,Ohio,Bookcases
Office Supplies,Houston,United States,0.2,1,77041,-16.9568,2,84.784,Consumer,Standard Class,Texas,Storage
Furniture,Houston,United States,0.6,1,77041,-84.448,5,64.96,Consumer,Standard Class,Texas,Furnishings
Office Supplies,Houston,United States,0.8,1,77041,-51.296,10,32.06,Consumer,Standard Class,Texas,Binders
Office Supplies,Houston,United States,0.2,1,77041,-28.8678,2,177.648,Consumer,Standard Class,Texas,Storage
Technology,Philadelphia,United States,0.4,1,19140,-93.08,2,429.6,Consumer,Second Class,Pennsylvania,Phones
Furniture,Philadelphia,United States,0.3,1,19140,-63.3765,3,887.271,Consumer,Second Class,Pennsylvania,Chairs
Office Supplies,Philadelphia,United States,0.7,1,19120,-57.7566,9,78.759,Consumer,Second Class,Pennsylvania,Binders
Furniture,Houston,United States,0.6,1,77070,-3.8208,3,9.552,Home Office,Second Class,Texas,Furnishings
Furniture,Houston,United States,0.6,1,77070,-2.1376,4,5.344,Home Office,Second Class,Texas,Furnishings
Office Supplies,Houston,United States,0.2,1,77070,-11.2806,3,50.136,Consumer,Standard Class,Texas,Storage
Office Supplies,Redmond,United States,0.7,1,97756,-58.716,7,88.074,Corporate,First Class,Oregon,Binders
Furniture,Cleveland,United States,0.5,1,44105,-241.176,3,301.47,Consumer,Second Class,Ohio,Bookcases
Office Supplies,Wilson,United States,0.2,1,27893,-22.6716,3,129.552,Corporate,Standard Class,North Carolina,Storage
Office Supplies,Wilson,United States,0.2,1,27893,-5.1984,1,51.984,Corporate,Standard Class,North Carolina,Storage
Office Supplies,Saint Petersburg,United States,0.7,1,33710,-12.224,2,18.336,Consumer,Standard Class,Florida,Binders
Office Supplies,Naperville,United States,0.8,1,60540,-4.4928,3,2.808,Consumer,Standard Class,Illinois,Binders
Office Supplies,Hendersonville,United States,0.7,1,37075,-3.0366,3,4.338,Home Office,Standard Class,Tennessee,Binders
Office Supplies,Hendersonville,United States,0.7,1,37075,-7.92,5,11.88,Home Office,Standard Class,Tennessee,Binders
Office Supplies,Chicago,United States,0.8,1,60610,-393.602,2,143.128,Consumer,Standard Class,Illinois,Appliances
Office Supplies,Nashville,United States,0.7,1,37211,-20.724,3,31.086,Corporate,Standard Class,Tennessee,Binders
Office Supplies,Allentown,United States,0.2,1,18103,-0.6976,2,3.488,Home Office,Standard Class,Pennsylvania,Supplies
Office Supplies,Allentown,United States,0.2,1,18103,-165.768,6,663.072,Home Office,Standard Class,Pennsylvania,Storage
Office Supplies,Allentown,United States,0.7,1,18103,-82.99,2,99.588,Home Office,Standard Class,Pennsylvania,Binders
Office Supplies,San Antonio,United States,0.8,1,78207,-46.9952,7,29.372,Corporate,Standard Class,Texas,Binders
Technology,Avondale,United States,0.2,1,85323,-16.614,4,102.24,Consumer,Standard Class,Arizona,Accessories
Office Supplies,Odessa,United States,0.8,1,79762,-24.7716,1,13.762,Corporate,Standard Class,Texas,Appliances
Furniture,Philadelphia,United States,0.5,1,19120,-204.9996,3,301.47,Consumer,Standard Class,Pennsylvania,Bookcases
Office Supplies,Bryan,United States,0.8,1,77803,-13.188,6,7.536,Home Office,Same Day,Texas,Binders
Office Supplies,Bryan,United States,0.8,1,77803,-2.3232,2,1.408,Home Office,Same Day,Texas,Binders
Office Supplies,Bryan,United States,0.8,1,77803,-6.4232,4,4.144,Home Office,Same Day,Texas,Binders
Office Supplies,Bryan,United States,0.2,1,77803,-12.5286,3,52.752,Home Office,Same Day,Texas,Storage
Office Supplies,Phoenix,United States,0.7,1,85023,-694.2936,6,946.764,Consumer,Standard Class,Arizona,Binders
Furniture,Columbus,United States,0.2,1,43229,-3.6892,2,147.568,Consumer,First Class,Ohio,Furnishings
Office Supplies,Tallahassee,United States,0.7,1,32303,-3.9249,3,5.607,Corporate,Standard Class,Florida,Binders
Furniture,Seattle,United States,0.2,1,98103,-2.6997,3,215.976,Home Office,Same Day,Washington,Chairs
Office Supplies,Memphis,United States,0.7,1,38109,-7.782,3,11.673,Corporate,Standard Class,Tennessee,Binders
Office Supplies,Philadelphia,United States,0.7,1,19140,-5.6007,7,8.001,Consumer,Standard Class,Pennsylvania,Binders
Furniture,Philadelphia,United States,0.3,1,19140,-28.498,2,398.972,Consumer,Standard Class,Pennsylvania,Chairs
Office Supplies,Dallas,United States,0.8,1,75081,-11.0208,3,6.888,Home Office,Standard Class,Texas,Binders
Furniture,Dallas,United States,0.3,1,75081,-84.9615,3,457.485,Home Office,Standard Class,Texas,Tables
Furniture,Philadelphia,United States,0.3,1,19134,-15.4188,6,1079.316,Consumer,First Class,Pennsylvania,Chairs
Office Supplies,Waco,United States,0.8,1,76706,-0.9452,1,0.556,Corporate,Same Day,Texas,Binders
Furniture,Cleveland,United States,0.5,1,44105,-64.9376,4,115.96,Corporate,Standard Class,Ohio,Bookcases
Office Supplies,Mcallen,United States,0.8,1,78501,-6.8992,2,4.312,Corporate,Second Class,Texas,Binders
Furniture,Mcallen,United States,0.3,1,78501,-20.245,1,56.686,Corporate,Second Class,Texas,Chairs
Office Supplies,Mcallen,United States,0.8,1,78501,-2.2878,1,1.476,Corporate,Second Class,Texas,Binders
Technology,Philadelphia,United States,0.4,1,19140,-27.7158,3,118.782,Consumer,Standard Class,Pennsylvania,Phones
Office Supplies,Philadelphia,United States,0.2,1,19140,-163.4516,4,769.184,Consumer,Standard Class,Pennsylvania,Supplies
Technology,Carrollton,United States,0.2,1,75007,-2.994,1,47.904,Consumer,Standard Class,Texas,Accessories
Furniture,Houston,United States,0.6,1,77041,-5.688,3,11.376,Consumer,Standard Class,Texas,Furnishings
Furniture,Houston,United States,0.6,1,77041,-84.2928,4,66.112,Consumer,Standard Class,Texas,Furnishings
Furniture,Coral Springs,United States,0.2,1,33065,-15.7176,3,314.352,Consumer,First Class,Florida,Bookcases
Furniture,Troy,United States,0.4,1,45373,-106.393,5,455.97,Home Office,First Class,Ohio,Tables
Office Supplies,Troy,United States,0.7,1,45373,-4.7625,5,5.715,Home Office,First Class,Ohio,Binders
Technology,Troy,United States,0.4,1,45373,-11.5188,1,57.594,Home Office,First Class,Ohio,Phones
Furniture,Troy,United States,0.3,1,45373,-12.849,5,899.43,Home Office,First Class,Ohio,Chairs
Furniture,Seattle,United States,0.2,1,98115,-20.7846,3,184.752,Corporate,Standard Class,Washington,Chairs
Furniture,Chicago,United States,0.3,1,60623,-14.8704,2,520.464,Consumer,First Class,Illinois,Chairs
Furniture,New York City,United States,0.4,1,10024,-99.3453,3,313.722,Corporate,Second Class,New York,Tables
Office Supplies,New York City,United States,0,1,10024,0,7,428.68,Corporate,Second Class,New York,Storage
Furniture,Columbus,United States,0.2,1,43229,-4.1568,4,41.568,Corporate,First Class,Ohio,Furnishings
Furniture,Columbus,United States,0.3,1,43229,-86.0586,3,317.058,Corporate,First Class,Ohio,Chairs
Office Supplies,Tampa,United States,0.2,1,33614,-10.6068,2,424.272,Consumer,Second Class,Florida,Storage
Office Supplies,Tampa,United States,0.2,1,33614,-1.049,5,83.92,Consumer,Second Class,Florida,Storage
Furniture,Denver,United States,0.2,1,80219,-29.1168,8,582.336,Corporate,Same Day,Colorado,Chairs
Furniture,New York City,United States,0.2,1,10011,-10.0196,2,801.568,Consumer,First Class,New York,Bookcases
Furniture,New York City,United States,0.4,1,10024,-66.2302,2,209.148,Consumer,Second Class,New York,Tables
Office Supplies,Philadelphia,United States,0.7,1,19143,-2.5093,1,3.273,Consumer,First Class,Pennsylvania,Binders
Furniture,Los Angeles,United States,0.2,1,90036,0,5,2803.92,Consumer,First Class,California,Chairs
Office Supplies,Houston,United States,0.8,1,77041,-11.5872,2,6.816,Corporate,First Class,Texas,Binders
Office Supplies,Houston,United States,0.8,1,77041,-38.8212,2,15.224,Corporate,Second Class,Texas,Appliances
Office Supplies,Houston,United States,0.8,1,77041,-56.0592,6,21.984,Corporate,Second Class,Texas,Appliances
Furniture,Huntsville,United States,0.3,1,77340,-69.312,8,1212.96,Corporate,Standard Class,Texas,Chairs
Furniture,Dallas,United States,0.3,1,75081,-16.2613,1,103.481,Corporate,Standard Class,Texas,Tables
Technology,Peoria,United States,0.2,1,85345,-5.264,2,30.08,Consumer,Standard Class,Arizona,Accessories
Technology,Peoria,United States,0.2,1,85345,-31.6,4,252.8,Consumer,Standard Class,Arizona,Accessories
Office Supplies,Philadelphia,United States,0.7,1,19143,-2.0622,2,2.946,Consumer,Same Day,Pennsylvania,Binders
Technology,Philadelphia,United States,0.4,1,19134,-57.1152,4,285.576,Consumer,Standard Class,Pennsylvania,Phones
Technology,Los Angeles,United States,0.2,1,90032,-8.2764,2,36.784,Corporate,Standard Class,California,Phones
Technology,Chattanooga,United States,0.5,1,37421,-1.8295,1,91.475,Home Office,Second Class,Tennessee,Machines
Office Supplies,Greensboro,United States,0.7,1,27405,-10.05,5,12.06,Corporate,Standard Class,North Carolina,Binders
Technology,San Francisco,United States,0.2,1,94122,-2.9985,1,15.992,Consumer,Standard Class,California,Phones
Furniture,New York City,United States,0.4,1,10024,-66.6,2,166.5,Consumer,Second Class,New York,Tables
Furniture,Chicago,United States,0.6,1,60653,-61.872,2,51.56,Corporate,Second Class,Illinois,Furnishings
Office Supplies,Chicago,United States,0.8,1,60653,-6.237,3,3.564,Corporate,Second Class,Illinois,Binders
Office Supplies,Oswego,United States,0.8,1,60543,-6.5076,3,3.828,Consumer,Standard Class,Illinois,Binders
Office Supplies,Oswego,United States,0.8,1,60543,-533.7325,5,304.99,Consumer,Standard Class,Illinois,Binders
Furniture,Houston,United States,0.32,1,77036,-137.976,10,781.864,Corporate,Second Class,Texas,Bookcases
Furniture,Wheeling,United States,0.3,1,26003,-76.9536,3,673.344,Consumer,Same Day,West Virginia,Tables
Office Supplies,Chicago,United States,0.8,1,60623,-13.896,3,9.264,Corporate,First Class,Illinois,Binders
Furniture,Dallas,United States,0.32,1,75217,-6.0196,1,204.6664,Consumer,Second Class,Texas,Bookcases
Office Supplies,Chicago,United States,0.2,1,60623,-7.7406,3,32.592,Consumer,Standard Class,Illinois,Storage
Technology,Seattle,United States,0.2,1,98115,-7.0146,3,31.176,Home Office,First Class,Washington,Phones
Furniture,Chicago,United States,0.6,1,60610,-6.8634,3,8.856,Consumer,Second Class,Illinois,Furnishings
Office Supplies,Houston,United States,0.8,1,77095,-9.6565,5,6.23,Corporate,Standard Class,Texas,Binders
Furniture,Houston,United States,0.32,1,77095,-114.0174,3,369.1992,Corporate,Standard Class,Texas,Bookcases
Office Supplies,Philadelphia,United States,0.7,1,19134,-3.855,2,4.626,Corporate,Second Class,Pennsylvania,Binders
Furniture,Houston,United States,0.6,1,77095,-1.5936,2,5.312,Consumer,Second Class,Texas,Furnishings
Office Supplies,Newark,United States,0.2,1,43055,-44.019,5,195.64,Consumer,First Class,Ohio,Storage
Technology,Newark,United States,0.2,1,43055,-75.5958,3,431.976,Consumer,First Class,Ohio,Accessories
Technology,Newark,United States,0.7,1,43055,-164.9538,3,224.937,Consumer,First Class,Ohio,Machines
Office Supplies,Tampa,United States,0.7,1,33614,-10.116,5,12.645,Consumer,Same Day,Florida,Binders
Office Supplies,Columbus,United States,0.7,1,43229,-4.488,6,6.732,Consumer,Same Day,Ohio,Binders
Furniture,San Antonio,United States,0.3,1,78207,-28.6862,1,105.686,Consumer,Second Class,Texas,Chairs
Technology,San Antonio,United States,0.4,1,78207,-79.908,2,399.54,Consumer,Second Class,Texas,Machines
Furniture,San Antonio,United States,0.3,1,78207,-4.497,5,104.93,Consumer,Second Class,Texas,Chairs
Furniture,New York City,United States,0.1,1,10035,-6.549,5,589.41,Home Office,First Class,New York,Chairs
Furniture,New York City,United States,0.2,1,10024,-5.0098,1,400.784,Consumer,Second Class,New York,Bookcases
Office Supplies,Chicago,United States,0.2,1,60653,-43.9056,4,195.136,Corporate,Standard Class,Illinois,Storage
Office Supplies,Chicago,United States,0.8,1,60610,-172.557,9,104.58,Home Office,Standard Class,Illinois,Binders
Furniture,Pasadena,United States,0.6,1,77506,-9.88,5,24.7,Home Office,Standard Class,Texas,Furnishings
Furniture,Pasadena,United States,0.6,1,77506,-378.4,5,302.72,Home Office,Standard Class,Texas,Furnishings
Furniture,Rochester,United States,0.4,1,14609,-213.5574,3,376.866,Corporate,Standard Class,New York,Tables
Technology,Lancaster,United States,0.2,1,43130,-6.188,4,70.72,Corporate,Standard Class,Ohio,Accessories
Office Supplies,Lancaster,United States,0.2,1,43130,-43.7292,3,194.352,Corporate,Standard Class,Ohio,Storage
Technology,Bowling Green,United States,0.2,1,43402,-1.7495,5,139.96,Corporate,Standard Class,Ohio,Accessories
Office Supplies,Dallas,United States,0.8,1,75220,-54.5496,2,21.392,Consumer,First Class,Texas,Appliances
Furniture,Dallas,United States,0.3,1,75220,-39.5118,3,307.314,Consumer,First Class,Texas,Tables
Furniture,Dallas,United States,0.32,1,75220,-96.4704,3,409.9992,Consumer,First Class,Texas,Bookcases
Office Supplies,Newark,United States,0.7,1,43055,-2.5212,2,3.438,Consumer,Standard Class,Ohio,Binders
Furniture,Concord,United States,0.4,1,28027,-1862.3124,13,4297.644,Consumer,Second Class,North Carolina,Tables
Office Supplies,Seattle,United States,0,1,98103,0,5,204.9,Corporate,Standard Class,Washington,Storage
Office Supplies,Glendale,United States,0.2,1,85301,-8.3524,2,35.168,Consumer,Standard Class,Arizona,Storage
Office Supplies,Glendale,United States,0.7,1,85301,-48.392,2,72.588,Consumer,Standard Class,Arizona,Binders
Office Supplies,Tucson,United States,0.7,1,85705,-3.6212,2,4.938,Home Office,Standard Class,Arizona,Binders
Technology,Philadelphia,United States,0.4,1,19143,-374.9925,5,1499.97,Home Office,Standard Class,Pennsylvania,Phones
Office Supplies,Arlington,United States,0.8,1,76017,-17.469,9,11.646,Home Office,Standard Class,Texas,Binders
Furniture,Houston,United States,0.32,1,77041,-18.0588,3,613.9992,Consumer,Standard Class,Texas,Bookcases
Furniture,Philadelphia,United States,0.2,1,19143,-34.196,2,273.568,Consumer,Standard Class,Pennsylvania,Furnishings
Office Supplies,Philadelphia,United States,0.7,1,19143,-8.796,2,13.194,Consumer,Standard Class,Pennsylvania,Binders
Office Supplies,Philadelphia,United States,0.2,1,19143,-94.5084,6,1080.096,Consumer,Standard Class,Pennsylvania,Storage
Technology,Philadelphia,United States,0.2,1,19143,-6.445,5,51.56,Consumer,Standard Class,Pennsylvania,Accessories
Office Supplies,Lancaster,United States,0.2,1,17602,-55.256,2,221.024,Consumer,Second Class,Pennsylvania,Storage
Furniture,Los Angeles,United States,0.2,1,90008,-1.7772,2,71.088,Consumer,Same Day,California,Tables
Furniture,Chicago,United States,0.6,1,60653,-7.9634,2,10.984,Consumer,Standard Class,Illinois,Furnishings
Furniture,Chicago,United States,0.3,1,60653,-56.996,4,797.944,Consumer,Standard Class,Illinois,Chairs
Office Supplies,San Antonio,United States,0.8,1,78207,-3701.8928,8,2177.584,Consumer,Standard Class,Texas,Binders
Furniture,San Antonio,United States,0.6,1,78207,-10.0602,3,17.496,Consumer,Standard Class,Texas,Furnishings
Office Supplies,San Antonio,United States,0.8,1,78207,-26.8544,4,16.784,Consumer,Standard Class,Texas,Binders
Technology,San Antonio,United States,0.2,1,78207,-26.946,9,431.136,Consumer,Standard Class,Texas,Accessories
Office Supplies,San Antonio,United States,0.8,1,78207,-13.32,5,8.88,Consumer,Standard Class,Texas,Binders
Office Supplies,San Antonio,United States,0.8,1,78207,-12.09,2,4.836,Consumer,Standard Class,Texas,Appliances
Furniture,Houston,United States,0.32,1,77070,-30.098,5,1023.332,Consumer,Standard Class,Texas,Bookcases
Furniture,Houston,United States,0.3,1,77070,-8.5794,3,600.558,Consumer,Standard Class,Texas,Chairs
Furniture,Houston,United States,0.3,1,77070,-66.3916,2,211.246,Consumer,Standard Class,Texas,Chairs
Furniture,Houston,United States,0.3,1,77070,-29.2524,2,107.772,Consumer,Second Class,Texas,Chairs
Office Supplies,Houston,United States,0.8,1,77070,-31.008,3,18.24,Consumer,Second Class,Texas,Binders
Office Supplies,Chicago,United States,0.8,1,60610,-5.8869,3,3.798,Corporate,Standard Class,Illinois,Binders
Technology,Toledo,United States,0.4,1,43615,-43.1178,2,235.188,Corporate,Standard Class,Ohio,Phones
Technology,Toledo,United States,0.4,1,43615,-21.4236,3,107.118,Corporate,Standard Class,Ohio,Phones
Office Supplies,Fort Lauderdale,United States,0.7,1,33311,-21.0848,8,28.752,Home Office,Standard Class,Florida,Binders
Office Supplies,Chicago,United States,0.8,1,60623,-3.3792,2,2.112,Consumer,Standard Class,Illinois,Binders
Office Supplies,Saint Petersburg,United States,0.2,1,33710,-6.462,4,516.96,Corporate,Standard Class,Florida,Storage
Office Supplies,Saint Petersburg,United States,0.7,1,33710,-13.3936,2,18.264,Corporate,Standard Class,Florida,Binders
Furniture,San Francisco,United States,0.2,1,94122,-12.196,4,195.136,Consumer,Standard Class,California,Chairs
Furniture,Beaumont,United States,0.6,1,77705,-2.5872,7,8.624,Consumer,Second Class,Texas,Furnishings
Furniture,La Porte,United States,0.6,1,77571,-6.3,4,14,Consumer,First Class,Texas,Furnishings
Office Supplies,La Porte,United States,0.8,1,77571,-26.2272,2,16.392,Consumer,First Class,Texas,Binders
Furniture,Decatur,United States,0.6,1,62521,-40.0036,7,61.544,Consumer,First Class,Illinois,Furnishings
Office Supplies,Mason,United States,0.7,1,45040,-2.61,2,3.132,Corporate,First Class,Ohio,Binders
Office Supplies,Mason,United States,0.7,1,45040,-17.9424,3,22.428,Corporate,First Class,Ohio,Binders
